id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
AEBP2	4	0.034952	0.10044	0.87456	2221	3	-1.0589	0.1844	0.28595	1.0	5483	1	-1.0589
C2orf69	4	0.03498	0.10049	0.87456	2222	2	-0.4565	0.67105	0.67046	1.0	12674	0	-0.4565
PRR23D2	4	0.035026	0.10058	0.87456	2223	2	-0.64237	0.12804	0.21229	0.995633	4128	1	-0.64237
SRSF4	4	0.035031	0.10059	0.87456	2224	3	-0.75774	0.63497	0.63447	1.0	12013	1	-0.75774
ZRSR2	4	0.035083	0.10069	0.87456	2225	3	-0.77144	0.9606	0.96053	1.0	18239	0	-0.77144
KLF4	4	0.035083	0.10069	0.87456	2226	3	-1.1254	0.74786	0.74741	1.0	14115	0	-1.1254
MYBL1	4	0.035112	0.10075	0.87456	2227	3	-1.0039	0.67995	0.6793	1.0	12844	0	-1.0039
PLCB3	4	0.035122	0.10076	0.87456	2228	3	-1.135	0.38227	0.43333	1.0	8254	1	-1.135
APBB3	4	0.035132	0.10078	0.87456	2229	1	0.041842	0.24466	0.3489	1.0	6698	1	0.041842
KIAA1429	4	0.035175	0.10086	0.87456	2230	2	-0.7386	0.89534	0.89505	1.0	16936	0	-0.7386
AIFM2	4	0.035183	0.10088	0.87456	2231	2	-0.019613	0.21119	0.32074	1.0	6136	2	-0.019613
NABP2	4	0.035233	0.101	0.87456	2232	1	1.2266	0.00057217	0.0021008	0.467566	87	3	1.2266
IMMP1L	4	0.03525	0.10102	0.87456	2233	3	-0.98697	0.84181	0.84108	1.0	15921	0	-0.98697
MCM10	4	0.035273	0.10107	0.87456	2234	3	-0.719	0.42987	0.46583	1.0	8858	1	-0.719
NUP107	4	0.035284	0.10109	0.87456	2235	2	-0.69579	0.819	0.81857	1.0	15461	0	-0.69579
PRSS27	4	0.035341	0.1012	0.87456	2236	3	-0.81094	0.73315	0.73268	1.0	13842	0	-0.81094
LTA	4	0.035361	0.10125	0.87456	2237	3	-0.93093	0.8354	0.83478	1.0	15800	0	-0.93093
AZGP1	4	0.035385	0.1013	0.87456	2238	2	-0.33231	0.33733	0.40415	1.0	7728	1	-0.33231
HMCN2	4	0.035391	0.1013	0.87456	2239	3	-0.81391	0.66844	0.6679	1.0	12626	0	-0.81391
SEC62	4	0.035436	0.10138	0.87456	2240	3	-1.0711	0.43407	0.46883	1.0	8916	1	-1.0711
ZNF445	4	0.035544	0.10159	0.87456	2241	3	-1.0656	0.71961	0.71897	1.0	13600	0	-1.0656
ABT1	4	0.035561	0.10162	0.87456	2242	3	-1.0306	0.969	0.96893	1.0	18422	0	-1.0306
PKIA	4	0.035588	0.10167	0.87456	2243	1	0.11315	0.71725	0.71657	1.0	13554	0	0.11315
FEN1	4	0.035596	0.10169	0.87456	2244	2	-0.85118	0.75274	0.7524	1.0	14205	0	-0.85118
LANCL1	4	0.035597	0.10169	0.87456	2245	3	-0.75247	0.95151	0.95142	1.0	18048	0	-0.75247
OXSM	4	0.035603	0.1017	0.87456	2246	2	-0.76017	0.76257	0.76226	1.0	14391	0	-0.76017
GMNN	4	0.035609	0.10171	0.87456	2247	3	-1.4492	0.9297	0.92948	1.0	17611	0	-1.4492
ZFC3H1	4	0.03562	0.10173	0.87456	2248	3	-0.84169	0.96803	0.96797	1.0	18399	0	-0.84169
IGFBP2	4	0.035625	0.10174	0.87456	2249	3	-0.86285	0.68478	0.68415	1.0	12935	0	-0.86285
PPTC7	4	0.035635	0.10176	0.87456	2250	3	-1.1417	0.78767	0.78726	1.0	14857	0	-1.1417
BIN3	4	0.035638	0.10177	0.87456	2251	1	-0.14513	0.68438	0.68376	1.0	12927	0	-0.14513
FZD4	4	0.035646	0.10178	0.87456	2252	3	-1.0603	0.74399	0.7435	1.0	14051	0	-1.0603
PHYKPL	4	0.035668	0.10181	0.87456	2253	3	-0.76297	0.81867	0.81825	1.0	15454	0	-0.76297
PLEKHA7	4	0.035685	0.10185	0.87456	2254	3	-1.0799	0.46573	0.49152	1.0	9343	1	-1.0799
ENPP1	4	0.035732	0.10194	0.87472	2255	3	-1.2346	0.94793	0.94788	1.0	17984	0	-1.2346
DDX20	4	0.03574	0.10196	0.87472	2256	2	-0.799	0.23959	0.34605	1.0	6640	1	-0.799
CFP	4	0.035815	0.1021	0.87556	2257	3	-1.0213	0.58506	0.58777	1.0	11162	1	-1.0213
RNF181	4	0.035877	0.10222	0.875797	2258	2	-0.13159	0.012984	0.034676	0.93167	719	2	-0.13159
RPS19	4	0.035877	0.10222	0.875797	2259	3	-1.1501	0.95615	0.95609	1.0	18141	0	-1.1501
ACTA2	4	0.035937	0.10235	0.876159	2260	3	-1.0219	0.21983	0.33187	1.0	6368	1	-1.0219
ZFYVE1	4	0.035953	0.10238	0.876159	2261	2	-1.5675	0.6612	0.66054	1.0	12484	0	-1.5675
POLR2J2	4	0.03599	0.10245	0.876159	2262	2	-0.6958	0.448	0.47867	1.0	9105	1	-0.6958
EFTUD1	4	0.036012	0.10249	0.876159	2263	3	-1.2544	0.95282	0.95269	1.0	18080	0	-1.2544
ERCC3	4	0.036043	0.10256	0.876159	2264	2	-0.23962	0.1896	0.29271	1.0	5606	2	-0.23962
MOGAT1	4	0.036079	0.10262	0.876159	2265	3	-1.2331	0.96675	0.9667	1.0	18380	0	-1.2331
COPS4	4	0.036094	0.10265	0.876159	2266	3	-0.76928	0.9641	0.96406	1.0	18323	0	-0.76928
DSG4	4	0.036106	0.10267	0.876159	2267	3	-1.0026	0.86563	0.8652	1.0	16369	0	-1.0026
OR4C46	4	0.036144	0.10274	0.876159	2268	2	-0.18422	0.71933	0.71867	1.0	13597	0	-0.18422
SAMD15	4	0.036163	0.10277	0.876159	2269	2	-0.43789	0.058162	0.11943	0.983075	2341	2	-0.43789
ADRA2B	4	0.036195	0.10285	0.876159	2270	3	-0.78524	0.93365	0.93347	1.0	17702	0	-0.78524
PARD3B	4	0.036243	0.10295	0.876159	2271	3	-0.92122	0.84843	0.84782	1.0	16049	0	-0.92122
SKA1	4	0.036265	0.10299	0.876159	2272	2	-0.83572	0.52245	0.53497	1.0	10173	1	-0.83572
SCN3B	4	0.036282	0.10302	0.876159	2273	1	-0.66437	0.74797	0.74753	1.0	14119	0	-0.66437
TMED1	4	0.036292	0.10304	0.876159	2274	2	-0.73935	0.72021	0.7196	1.0	13618	0	-0.73935
MUC6	4	0.036323	0.1031	0.876159	2275	3	-1.1105	0.60362	0.6047	1.0	11474	1	-1.1105
AFG3L2	4	0.036325	0.1031	0.876159	2276	3	-0.97842	0.89461	0.89428	1.0	16919	0	-0.97842
AGTR2	4	0.036368	0.10319	0.876159	2277	3	-0.81703	0.93073	0.93049	1.0	17634	0	-0.81703
NUP205	4	0.036368	0.10319	0.876159	2278	3	-1.0199	0.85465	0.8541	1.0	16160	0	-1.0199
WDR82	4	0.036379	0.10321	0.876159	2279	3	-0.98746	0.96362	0.96356	1.0	18310	0	-0.98746
RNF150	4	0.03638	0.10321	0.876159	2280	3	-0.7275	0.037358	0.089932	0.976118	1766	1	-0.7275
PRPF40A	4	0.03644	0.10334	0.876559	2281	3	-0.83682	0.73481	0.73429	1.0	13882	0	-0.83682
CCND1	4	0.036448	0.10335	0.876559	2282	3	-0.50366	0.85498	0.85444	1.0	16167	0	-0.50366
PLCD3	4	0.0365	0.10346	0.877124	2283	3	-0.9854	0.76674	0.76638	1.0	14477	0	-0.9854
MYC	4	0.036536	0.10353	0.877241	2284	3	-1.2171	0.85645	0.85594	1.0	16208	0	-1.2171
RBFOX2	4	0.036574	0.10362	0.877241	2285	3	-1.2423	0.87257	0.87216	1.0	16525	0	-1.2423
UTS2R	4	0.036583	0.10364	0.877241	2286	3	-0.76772	0.56097	0.56674	1.0	10773	1	-0.76772
ARHGAP11A	4	0.0366	0.10367	0.877241	2287	1	-0.16721	0.82389	0.82342	1.0	15565	0	-0.16721
PLLP	4	0.036619	0.1037	0.877241	2288	3	-1.0531	0.89819	0.89789	1.0	16983	0	-1.0531
NPTX2	4	0.036688	0.10383	0.877724	2289	3	-1.0691	0.85149	0.8509	1.0	16111	0	-1.0691
RNF166	4	0.036701	0.10385	0.877724	2290	1	0.0094236	0.57673	0.58037	1.0	11027	1	0.0094236
CAPSL	4	0.036748	0.10393	0.877861	2291	3	-1.256	0.58215	0.58517	1.0	11115	1	-1.256
UGT2B28	4	0.036758	0.10396	0.877861	2292	3	-0.98623	0.72447	0.72393	1.0	13695	0	-0.98623
FAM72A	4	0.036802	0.10404	0.878159	2293	2	-0.84068	0.94519	0.94507	1.0	17917	0	-0.84068
TMCO2	4	0.036827	0.10408	0.878159	2294	3	-0.98497	0.90723	0.90697	1.0	17149	0	-0.98497
ATP5A1	4	0.036853	0.10413	0.878159	2295	3	-1.0237	0.8517	0.85109	1.0	16114	0	-1.0237
C18orf21	4	0.036903	0.10423	0.878319	2296	3	-0.87781	0.6222	0.62214	1.0	11790	1	-0.87781
RSC1A1	4	0.036926	0.10428	0.878319	2297	3	-1.1817	0.49286	0.51189	1.0	9705	1	-1.1817
ERCC8	4	0.03695	0.10432	0.878319	2298	3	-0.97116	0.86811	0.86767	1.0	16419	0	-0.97116
HIST2H2AB	4	0.036954	0.10433	0.878319	2299	1	-0.07807	0.57788	0.58137	1.0	11050	1	-0.07807
NAA40	4	0.03702	0.10445	0.878627	2300	3	-0.99343	0.92162	0.92142	1.0	17449	0	-0.99343
PTPRG	4	0.037023	0.10446	0.878627	2301	3	-1.0523	0.64963	0.64904	1.0	12281	0	-1.0523
KIAA0195	4	0.037055	0.10452	0.878778	2302	3	-1.0121	0.71995	0.71932	1.0	13610	0	-1.0121
METTL17	4	0.037086	0.10459	0.878807	2303	3	-1.0288	0.60396	0.60501	1.0	11480	1	-1.0288
TRIM36	4	0.037107	0.10463	0.878807	2304	2	-0.95846	0.80089	0.80049	1.0	15123	0	-0.95846
HCN3	4	0.037156	0.10473	0.878807	2305	3	-0.9575	0.85608	0.85555	1.0	16194	0	-0.9575
SPRR2F	4	0.037181	0.10477	0.878807	2306	1	0.82166	0.012512	0.033534	0.923898	702	3	0.82166
SPATA2	4	0.037181	0.10477	0.878807	2307	3	-0.7397	0.87984	0.8794	1.0	16664	0	-0.7397
AMY2B	4	0.037194	0.1048	0.878807	2308	2	-0.71285	0.76054	0.76017	1.0	14349	0	-0.71285
C1orf53	4	0.037216	0.10484	0.878807	2309	3	-1.2635	0.85922	0.85872	1.0	16255	0	-1.2635
CREBBP	4	0.037325	0.10506	0.879364	2310	3	-1.1045	0.94696	0.94692	1.0	17961	0	-1.1045
KRTAP1-5	4	0.037358	0.10511	0.879364	2311	1	-0.20607	0.77854	0.77809	1.0	14689	0	-0.20607
IFNGR2	4	0.037401	0.10519	0.879364	2312	3	-1.1084	0.16244	0.25726	1.0	4946	1	-1.1084
COG1	4	0.03741	0.10521	0.879364	2313	3	-0.73626	0.75534	0.75497	1.0	14260	0	-0.73626
HAPLN1	4	0.037435	0.10525	0.879364	2314	2	-0.88265	0.59905	0.60047	1.0	11394	1	-0.88265
PAK4	4	0.037459	0.1053	0.879364	2315	3	-0.80404	0.92849	0.92829	1.0	17587	0	-0.80404
OTUD5	4	0.037477	0.10534	0.879364	2316	3	-0.74333	0.56993	0.57445	1.0	10921	1	-0.74333
ATMIN	4	0.03749	0.10536	0.879364	2317	2	-0.68158	0.13874	0.22644	1.0	4363	1	-0.68158
PRKRIP1	4	0.037501	0.10538	0.879364	2318	3	-0.8942	0.023586	0.059381	0.974401	1167	1	-0.8942
SKP2	4	0.03751	0.10539	0.879364	2319	3	-0.72966	0.53303	0.54342	1.0	10322	1	-0.72966
NCSTN	4	0.037517	0.10541	0.879364	2320	2	-0.95804	0.78633	0.78592	1.0	14835	0	-0.95804
TARS	4	0.037602	0.10556	0.879838	2321	3	-1.0271	0.11007	0.18881	0.992115	3685	1	-1.0271
KAZALD1	4	0.037611	0.10558	0.879838	2322	2	0.0306	0.12491	0.20814	0.994971	4042	2	0.0306
ING3	4	0.037655	0.10567	0.879838	2323	3	-0.80792	0.96235	0.96227	1.0	18277	0	-0.80792
MAATS1	4	0.037666	0.10569	0.879838	2324	2	-0.4287	0.14585	0.23573	1.0	4534	2	-0.4287
SAP130	4	0.037677	0.10571	0.879838	2325	3	-0.86293	0.94462	0.94451	1.0	17906	0	-0.86293
GYS2	4	0.037712	0.10578	0.879838	2326	1	-0.22383	0.90378	0.90345	1.0	17081	0	-0.22383
ZNF664-FAM101A	4	0.037715	0.10578	0.879838	2327	3	-0.94801	0.56694	0.57188	1.0	10880	1	-0.94801
S100A7L2	4	0.037763	0.10587	0.880195	2328	2	-0.74207	0.62235	0.6223	1.0	11793	1	-0.74207
IDE	4	0.037813	0.10598	0.880753	2329	2	-0.54945	0.31728	0.39172	1.0	7483	1	-0.54945
BUD13	4	0.037864	0.10608	0.881203	2330	2	-0.50118	0.44481	0.47641	1.0	9059	1	-0.50118
POLA1	4	0.037895	0.10615	0.88136	2331	3	-1.1157	0.95718	0.95715	1.0	18157	0	-1.1157
ARID5B	4	0.037946	0.10625	0.881827	2332	2	-0.59358	0.60307	0.6042	1.0	11465	1	-0.59358
SLC24A5	4	0.038029	0.10641	0.882562	2333	2	-0.62515	0.83854	0.83784	1.0	15862	0	-0.62515
CHRNB3	4	0.038058	0.10647	0.882562	2334	3	-0.97047	0.14046	0.22868	1.0	4408	1	-0.97047
IPO11	4	0.038082	0.10652	0.882562	2335	3	-1.0029	0.56226	0.56787	1.0	10797	1	-1.0029
POLR3D	4	0.038088	0.10653	0.882562	2336	3	-1.1033	0.2307	0.34108	1.0	6546	1	-1.1033
COX16	4	0.038107	0.10657	0.882562	2337	3	-0.755	0.96065	0.96058	1.0	18242	0	-0.755
PLK1	4	0.038167	0.10667	0.882826	2338	3	-0.85143	0.81673	0.81636	1.0	15420	0	-0.85143
TESK2	4	0.038195	0.10673	0.882826	2339	3	-0.93971	0.3211	0.394	1.0	7533	1	-0.93971
RIF1	4	0.038217	0.10678	0.882826	2340	2	-0.034213	0.18952	0.2926	1.0	5605	2	-0.034213
PHOSPHO2-KLHL23	4	0.038218	0.10678	0.882826	2341	3	-1.0206	0.78065	0.78019	1.0	14731	0	-1.0206
PABPN1	4	0.038272	0.10687	0.883227	2342	2	-1.1161	0.89249	0.89216	1.0	16885	0	-1.1161
LIMK2	4	0.038298	0.10693	0.88334	2343	3	-0.69983	0.13883	0.22658	1.0	4365	1	-0.69983
HIST2H3A	4	0.038369	0.10707	0.884099	2344	3	-0.61534	0.56768	0.57247	1.0	10890	1	-0.61534
UCP1	4	0.038419	0.10718	0.884193	2345	2	0.13449	0.092578	0.16556	0.990627	3228	2	0.13449
PTRF	4	0.03843	0.1072	0.884193	2346	3	-0.84973	0.00049406	0.0018201	0.424609	83	1	-0.84973
NUP37	4	0.03844	0.10722	0.884193	2347	3	-0.85618	0.95271	0.95259	1.0	18078	0	-0.85618
ARG1	4	0.038526	0.10737	0.884276	2348	3	-1.0357	0.35464	0.41516	1.0	7934	1	-1.0357
TTC25	4	0.038571	0.10745	0.884276	2349	2	-0.44835	0.071669	0.13773	0.986963	2696	1	-0.44835
RASSF1	4	0.038621	0.10755	0.884276	2350	3	-0.67818	0.88903	0.88868	1.0	16825	0	-0.67818
PTPN1	4	0.038625	0.10756	0.884276	2351	3	-0.99642	0.83323	0.83261	1.0	15755	0	-0.99642
TRIT1	4	0.038638	0.10757	0.884276	2352	3	-1.0564	0.9471	0.94707	1.0	17967	0	-1.0564
CERS1	4	0.038649	0.1076	0.884276	2353	2	-0.62213	0.57376	0.57778	1.0	10977	1	-0.62213
HINFP	4	0.03866	0.10762	0.884276	2354	2	-0.98535	0.83939	0.83869	1.0	15876	0	-0.98535
OR6C74	4	0.038672	0.10765	0.884276	2355	1	0.19856	0.13189	0.21736	0.998058	4208	2	0.19856
HOGA1	4	0.038682	0.10767	0.884276	2356	2	-0.72799	0.91077	0.91053	1.0	17220	0	-0.72799
PDRG1	4	0.038693	0.10769	0.884276	2357	3	-0.8334	0.89897	0.89864	1.0	16998	0	-0.8334
BCCIP	4	0.038722	0.10774	0.884334	2358	2	0.064471	0.072006	0.13818	0.986963	2707	2	0.064471
PGK1	4	0.038749	0.10779	0.884395	2359	3	-0.90062	0.70621	0.70548	1.0	13354	0	-0.90062
POP5	4	0.038823	0.10792	0.885086	2360	2	0.011653	0.017029	0.044282	0.958523	893	2	0.011653
PPIAL4G	4	0.038924	0.10812	0.886235	2361	2	-0.015192	0.10406	0.18072	0.990627	3530	2	-0.015192
ATP5G1	4	0.038942	0.10815	0.886235	2362	3	-1.0221	0.7083	0.70758	1.0	13388	0	-1.0221
EIF2B1	4	0.038973	0.10821	0.886264	2363	3	-0.98545	0.93091	0.93067	1.0	17638	0	-0.98545
CDK6	4	0.039011	0.10828	0.886264	2364	2	-0.96404	0.89821	0.89791	1.0	16984	0	-0.96404
BACE1	4	0.039025	0.1083	0.886264	2365	1	0.46024	0.033727	0.081953	0.975401	1616	2	0.46024
SPATA20	4	0.039045	0.10834	0.886264	2366	3	-0.98983	0.15756	0.25095	1.0	4824	1	-0.98983
EXOC2	4	0.039067	0.10839	0.886275	2367	3	-1.1123	0.9168	0.9166	1.0	17346	0	-1.1123
LCE3C	4	0.039126	0.10849	0.886761	2368	2	-0.13142	0.42893	0.46514	1.0	8843	1	-0.13142
TMEM265	4	0.039227	0.10867	0.887517	2369	1	-0.20395	0.26159	0.35857	1.0	6871	1	-0.20395
LYSMD4	4	0.039229	0.10868	0.887517	2370	3	-1.0798	0.94743	0.94739	1.0	17975	0	-1.0798
ANKRD20A3	4	0.039296	0.10881	0.888244	2371	3	-0.7768	0.050384	0.10886	0.981652	2147	1	-0.7768
MESP1	4	0.039348	0.10891	0.888364	2372	3	-1.2019	0.59733	0.59892	1.0	11364	1	-1.2019
BCL2L13	4	0.039354	0.10892	0.888364	2373	3	-0.89183	0.66098	0.66033	1.0	12479	0	-0.89183
SPPL3	4	0.039429	0.10907	0.888905	2374	2	-0.82156	0.90886	0.90857	1.0	17180	0	-0.82156
GPATCH3	4	0.039453	0.10911	0.888905	2375	2	-0.7859	0.96045	0.96038	1.0	18233	0	-0.7859
FAM83B	4	0.03948	0.10917	0.888905	2376	2	-0.52544	0.94681	0.94677	1.0	17958	0	-0.52544
YPEL2	4	0.03948	0.10917	0.888905	2377	3	-0.76256	0.69892	0.69821	1.0	13214	0	-0.76256
RMDN2	4	0.039514	0.10923	0.889077	2378	2	-0.8399	0.68542	0.6848	1.0	12947	0	-0.8399
LIMA1	4	0.03958	0.10936	0.889706	2379	3	-1.0448	0.93057	0.93036	1.0	17632	0	-1.0448
SMC1A	4	0.039606	0.10941	0.889769	2380	3	-0.77188	0.80541	0.80505	1.0	15208	0	-0.77188
NCL	4	0.039682	0.10956	0.890448	2381	3	-0.55437	0.44586	0.47715	1.0	9075	1	-0.55437
RAB44	4	0.039722	0.10964	0.890448	2382	3	-0.95942	0.8371	0.83642	1.0	15829	0	-0.95942
ZNF24	4	0.039732	0.10966	0.890448	2383	2	-0.55267	0.43679	0.47072	1.0	8951	1	-0.55267
POLR3C	4	0.039748	0.10969	0.890448	2384	2	-1.1033	0.83375	0.83314	1.0	15768	0	-1.1033
DDX23	4	0.039767	0.10973	0.890448	2385	3	-0.81741	0.91718	0.91697	1.0	17357	0	-0.81741
USP51	4	0.039788	0.10977	0.890448	2386	3	-1.1037	0.93018	0.92997	1.0	17623	0	-1.1037
SLC9A4	4	0.039833	0.10984	0.890668	2387	1	-0.099058	0.60575	0.60662	1.0	11510	1	-0.099058
UPF1	4	0.039883	0.10995	0.890781	2388	3	-0.79651	0.92947	0.92926	1.0	17604	0	-0.79651
BIN1	4	0.039902	0.10999	0.890781	2389	3	-0.90647	0.94799	0.94794	1.0	17986	0	-0.90647
ATXN10	4	0.039925	0.11003	0.890781	2390	2	-0.76614	0.57471	0.5786	1.0	10994	1	-0.76614
NPIPB5	4	0.039934	0.11004	0.890781	2391	2	-0.44838	0.48101	0.50294	1.0	9544	1	-0.44838
FAM21C	4	0.039991	0.11016	0.89136	2392	3	-0.76499	0.84884	0.84824	1.0	16057	0	-0.76499
MSTO1	4	0.040083	0.11034	0.891718	2393	3	-1.1384	0.34008	0.40589	1.0	7770	1	-1.1384
ADGRE2	4	0.040086	0.11034	0.891718	2394	3	-0.96136	0.93833	0.93831	1.0	17783	0	-0.96136
SPRR1B	4	0.040114	0.1104	0.891718	2395	3	-1.0711	0.8911	0.8908	1.0	16859	0	-1.0711
CA8	4	0.040136	0.11044	0.891718	2396	1	-0.18505	0.29572	0.37856	1.0	7238	1	-0.18505
NXNL2	4	0.040158	0.11048	0.891718	2397	3	-1.0192	0.96782	0.96777	1.0	18396	0	-1.0192
MRI1	4	0.040173	0.1105	0.891718	2398	2	-0.87481	0.93874	0.93871	1.0	17794	0	-0.87481
SDR39U1	4	0.040183	0.11053	0.891718	2399	3	-1.0293	0.95982	0.95974	1.0	18218	0	-1.0293
UBFD1	4	0.040236	0.11063	0.891737	2400	2	-0.39747	0.52197	0.53455	1.0	10167	1	-0.39747
DDX42	4	0.040241	0.11064	0.891737	2401	2	-0.68357	0.72901	0.72848	1.0	13774	0	-0.68357
ZDHHC8	4	0.040309	0.11077	0.891737	2402	2	-0.66005	0.52364	0.53595	1.0	10194	1	-0.66005
RBM12B	4	0.04032	0.11079	0.891737	2403	3	-0.97478	0.78011	0.77968	1.0	14724	0	-0.97478
C20orf96	4	0.040337	0.11082	0.891737	2404	3	-0.72651	0.67652	0.67586	1.0	12771	0	-0.72651
NBAS	4	0.040344	0.11084	0.891737	2405	3	-0.79967	0.95966	0.95957	1.0	18211	0	-0.79967
SELO	4	0.040359	0.11086	0.891737	2406	3	-1.0798	0.79578	0.79538	1.0	15019	0	-1.0798
HAMP	4	0.040378	0.1109	0.891737	2407	3	-0.96171	0.9252	0.925	1.0	17525	0	-0.96171
BYSL	4	0.040438	0.11102	0.892245	2408	2	-0.054395	0.10708	0.18478	0.990879	3605	2	-0.054395
ADAM33	4	0.040467	0.11108	0.892245	2409	2	-0.053412	0.0074083	0.021309	0.892268	462	2	-0.053412
CDCA8	4	0.040499	0.11114	0.892245	2410	3	-0.72838	0.80017	0.79978	1.0	15108	0	-0.72838
TIAM1	4	0.040524	0.11118	0.892245	2411	3	-0.75931	0.66505	0.66444	1.0	12560	0	-0.75931
RDH13	4	0.040539	0.11122	0.892245	2412	2	-0.62145	0.55454	0.56125	1.0	10672	1	-0.62145
ADSL	4	0.040569	0.11127	0.892245	2413	3	-0.88677	0.10587	0.18315	0.990879	3568	1	-0.88677
MFF	4	0.04059	0.11131	0.892245	2414	2	-0.059987	0.1894	0.29244	1.0	5601	2	-0.059987
CROT	4	0.040603	0.11134	0.892245	2415	2	-0.84579	0.71314	0.71239	1.0	13475	0	-0.84579
ARID5A	4	0.040666	0.11145	0.892245	2416	3	-1.1581	0.14994	0.24104	1.0	4631	1	-1.1581
FER1L5	4	0.040666	0.11145	0.892245	2417	3	-0.86557	0.51169	0.52632	1.0	10001	1	-0.86557
CRTC1	4	0.04069	0.1115	0.892245	2418	2	-0.55058	0.61406	0.61442	1.0	11655	1	-0.55058
SLC35C1	4	0.0407	0.11151	0.892245	2419	3	-0.91833	0.81995	0.81952	1.0	15484	0	-0.91833
DGUOK	4	0.040741	0.11158	0.892392	2420	1	0.60123	0.012657	0.03388	0.925268	709	3	0.60123
MMRN2	4	0.04078	0.11165	0.89262	2421	3	-1.3596	0.505	0.52116	1.0	9892	1	-1.3596
PPIP5K2	4	0.040854	0.1118	0.893396	2422	2	-0.80669	0.36215	0.42009	1.0	8023	1	-0.80669
RNLS	4	0.040892	0.11187	0.893624	2423	3	-1.1492	0.94759	0.94754	1.0	17978	0	-1.1492
SPOCD1	4	0.040942	0.11198	0.894117	2424	1	-0.059505	0.080932	0.15017	0.986963	2935	1	-0.059505
BSN	4	0.040979	0.11204	0.894209	2425	3	-0.92123	0.53543	0.54537	1.0	10363	1	-0.92123
URB2	4	0.041043	0.11216	0.894799	2426	2	-0.72937	0.0099238	0.027427	0.91721	579	1	-0.72937
ZC3H8	4	0.041116	0.11229	0.895215	2427	3	-0.79813	0.94208	0.94202	1.0	17850	0	-0.79813
TRIM11	4	0.041144	0.11234	0.895215	2428	1	-0.32749	0.87276	0.87237	1.0	16529	0	-0.32749
MEX3A	4	0.041146	0.11235	0.895215	2429	3	-1.2584	0.91961	0.91943	1.0	17408	0	-1.2584
EXOC3L1	4	0.041245	0.11254	0.896159	2430	2	-0.21552	0.11616	0.19661	0.99298	3831	2	-0.21552
ATAD2B	4	0.041287	0.11262	0.896159	2431	2	-0.19101	0.021242	0.054015	0.967698	1077	2	-0.19101
DEF6	4	0.041295	0.11264	0.896159	2432	1	-0.012512	0.75074	0.75033	1.0	14172	0	-0.012512
LRRC15	4	0.041327	0.1127	0.896159	2433	3	-0.81452	0.88452	0.88411	1.0	16736	0	-0.81452
PCDHA4	4	0.041346	0.11274	0.896159	2434	2	0.13997	0.034496	0.083681	0.975401	1653	2	0.13997
MS4A8	4	0.041356	0.11276	0.896159	2435	2	-0.97575	0.35631	0.41623	1.0	7954	1	-0.97575
SCP2	4	0.041375	0.11279	0.896159	2436	3	-0.80579	0.49952	0.51693	1.0	9806	1	-0.80579
IFT20	4	0.041396	0.11284	0.896159	2437	2	-0.3625	0.79169	0.79127	1.0	14922	0	-0.3625
CPA1	4	0.041447	0.11293	0.896309	2438	2	-0.52027	0.1712	0.2687	1.0	5163	2	-0.52027
ATP5J2	4	0.041482	0.113	0.896309	2439	3	-1.0046	0.85843	0.85795	1.0	16240	0	-1.0046
SEMA4A	4	0.041534	0.11309	0.896309	2440	3	-0.89512	0.96496	0.96491	1.0	18340	0	-0.89512
ZBTB45	4	0.041547	0.11311	0.896309	2441	3	-0.9382	0.95471	0.95459	1.0	18112	0	-0.9382
NSMCE1	4	0.04156	0.11313	0.896309	2442	3	-0.8571	0.93894	0.93893	1.0	17799	0	-0.8571
BOP1	4	0.041596	0.11322	0.896309	2443	3	-0.88083	0.93954	0.93953	1.0	17810	0	-0.88083
MRPL17	4	0.041598	0.11322	0.896309	2444	2	-0.56111	0.19683	0.30213	1.0	5770	1	-0.56111
NBPF10	4	0.041605	0.11322	0.896309	2445	3	-0.96899	0.36186	0.4199	1.0	8019	1	-0.96899
ZNF492	4	0.041757	0.11353	0.89835	2446	2	-0.93269	0.18592	0.28795	1.0	5518	1	-0.93269
CCL15	4	0.041826	0.11366	0.89885	2447	2	-0.48547	0.31879	0.39263	1.0	7503	1	-0.48547
RAB35	4	0.041849	0.11371	0.89885	2448	3	-0.89855	0.77125	0.77088	1.0	14551	0	-0.89855
SCAND1	4	0.041865	0.11373	0.89885	2449	3	-1.1176	0.94103	0.94097	1.0	17829	0	-1.1176
PPAP2A	4	0.041936	0.11387	0.899157	2450	3	-0.98749	0.94317	0.94309	1.0	17881	0	-0.98749
FAM111A	4	0.04195	0.11389	0.899157	2451	2	-0.44237	0.85108	0.85047	1.0	16103	0	-0.44237
ZNF865	4	0.041998	0.11399	0.899157	2452	2	-1.0401	0.67953	0.67889	1.0	12837	0	-1.0401
PGR	4	0.042001	0.11399	0.899157	2453	2	-1.0822	0.38038	0.43207	1.0	8232	1	-1.0822
RABGGTB	4	0.042008	0.114	0.899157	2454	3	-0.79803	0.96194	0.96185	1.0	18264	0	-0.79803
NDST4	4	0.042051	0.11408	0.899163	2455	3	-0.78205	0.096264	0.17045	0.990627	3320	1	-0.78205
MDH1	4	0.04208	0.11413	0.899163	2456	3	-0.9379	0.16458	0.26008	1.0	5002	1	-0.9379
