id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
UBA3	4	0.059934	0.1495	0.981244	2918	3	-1.0033	0.82979	0.82918	0.999538	16003	0	-1.0033
E2F4	4	0.059951	0.14953	0.981244	2919	2	-0.5399	0.20359	0.31141	0.999538	5983	1	-0.5399
ASB13	4	0.059952	0.14953	0.981244	2920	1	0.12291	0.43673	0.47856	0.999538	9220	1	0.12291
TXNL4B	4	0.059964	0.14956	0.981244	2921	2	-0.69213	0.13449	0.22304	0.999538	4266	1	-0.69213
OLFML2A	4	0.060002	0.14962	0.981244	2922	1	0.036005	0.32447	0.40718	0.999538	7801	1	0.036005
PDAP1	4	0.060031	0.14967	0.981244	2923	2	-1.0302	0.80571	0.80536	0.999538	15561	0	-1.0302
SCML1	4	0.060076	0.14977	0.981244	2924	1	-0.034253	0.71048	0.70978	0.999538	13699	0	-0.034253
SOHLH2	4	0.060076	0.14977	0.981244	2925	1	0.46758	0.12637	0.21245	0.999538	4074	2	0.46758
P3H1	4	0.060087	0.14978	0.981244	2926	3	-1.1446	0.26662	0.37406	0.999538	7130	1	-1.1446
NPIPB5	4	0.060136	0.14987	0.981244	2927	3	-0.97124	0.3516	0.42356	0.999538	8137	1	-0.97124
ST3GAL6	4	0.0602	0.14999	0.981244	2928	1	0.67762	0.0090574	0.02575	0.965277	503	2	0.67762
HSFX1	4	0.060205	0.15	0.981244	2929	2	-0.94407	0.44768	0.48601	0.999538	9362	1	-0.94407
TANC1	4	0.060265	0.1501	0.981244	2930	3	-0.93936	0.85888	0.85839	0.999538	16566	0	-0.93936
TAAR6	4	0.060278	0.15013	0.981244	2931	3	-1.1249	0.59906	0.60279	0.999538	11615	1	-1.1249
CXorf57	4	0.0603	0.15016	0.981244	2932	2	-0.51446	0.082392	0.15558	0.999538	2974	1	-0.51446
ANKRD11	4	0.060313	0.15019	0.981244	2933	3	-1.0388	0.39376	0.4502	0.999538	8664	1	-1.0388
HCFC2	4	0.060393	0.15033	0.981244	2934	2	-0.83758	0.70851	0.7078	0.999538	13659	0	-0.83758
KRTAP9-8	4	0.060399	0.15034	0.981244	2935	2	-0.58346	0.22146	0.3342	0.999538	6386	1	-0.58346
KCNJ4	4	0.06042	0.15037	0.981244	2936	3	-1.1423	0.76617	0.7658	0.999538	14798	0	-1.1423
SPTBN2	4	0.060449	0.15042	0.981244	2937	3	-0.8163	0.9224	0.92224	0.999538	17807	0	-0.8163
NCDN	4	0.060489	0.15049	0.981244	2938	3	-1.1692	0.8289	0.82831	0.999538	15988	0	-1.1692
TPM2	4	0.060568	0.15062	0.981244	2939	2	-0.75753	0.80743	0.80706	0.999538	15590	0	-0.75753
ARMC8	4	0.060598	0.15067	0.981244	2940	2	-0.56072	0.17615	0.27643	0.999538	5310	1	-0.56072
HEATR5B	4	0.060639	0.15076	0.981244	2941	3	-1.0387	0.73452	0.73402	0.999538	14181	0	-1.0387
POGZ	4	0.060675	0.15081	0.981244	2942	3	-0.98803	0.5111	0.53131	0.999538	10255	1	-0.98803
NUDT16L1	4	0.060688	0.15083	0.981244	2943	3	-0.86082	0.89247	0.89214	0.999538	17218	0	-0.86082
ISG20	4	0.060689	0.15083	0.981244	2944	3	-1.0502	0.5295	0.54545	0.999538	10522	1	-1.0502
BRINP3	4	0.060722	0.1509	0.981244	2945	3	-1.3065	0.27438	0.37838	0.999538	7219	1	-1.3065
APOPT1	4	0.060746	0.15094	0.981244	2946	3	-1.0531	0.78074	0.78028	0.999538	15072	0	-1.0531
ISLR2	4	0.060789	0.15102	0.981244	2947	2	-0.71693	0.14045	0.23076	0.999538	4431	1	-0.71693
YBX2	4	0.060796	0.15103	0.981244	2948	2	0.75102	0.0060502	0.01851	0.96347	372	2	0.75102
RCOR2	4	0.060823	0.15108	0.981244	2949	3	-0.9303	0.86758	0.86712	0.999538	16724	0	-0.9303
MCF2L2	4	0.060846	0.15112	0.981244	2950	3	-0.92244	0.77055	0.77017	0.999538	14875	0	-0.92244
SHF	4	0.060859	0.15115	0.981244	2951	3	-1.0154	0.63375	0.63423	0.999538	12230	1	-1.0154
HINFP	4	0.06089	0.15122	0.981244	2952	2	-0.72596	0.045921	0.10732	0.999538	2077	1	-0.72596
CRISPLD1	4	0.0609	0.15123	0.981244	2953	3	-0.74985	0.82764	0.82709	0.999538	15966	0	-0.74985
RAPGEF1	4	0.060916	0.15128	0.981244	2954	3	-0.99686	0.84525	0.84458	0.999538	16295	0	-0.99686
EPB41L1	4	0.06097	0.15137	0.981244	2955	1	0.060366	0.05871	0.12424	0.999538	2377	1	0.060366
ISOC2	4	0.06097	0.15137	0.981244	2956	2	-0.43715	0.63819	0.63829	0.999538	12312	1	-0.43715
PLIN3	4	0.060985	0.1514	0.981244	2957	2	-0.60247	0.58426	0.5899	0.999538	11357	1	-0.60247
MARCKSL1	4	0.060989	0.15141	0.981244	2958	3	-0.96068	0.91168	0.91147	0.999538	17584	0	-0.96068
OR8H1	4	0.061044	0.15151	0.981244	2959	3	-0.97944	0.95688	0.95682	0.999538	18489	0	-0.97944
B4GALNT2	4	0.061106	0.15162	0.981244	2960	2	-0.74213	0.75393	0.75358	0.999538	14564	0	-0.74213
SBNO1	4	0.061243	0.15186	0.981244	2961	3	-1.0439	0.62011	0.62162	0.999538	11980	1	-1.0439
RND3	4	0.061275	0.15192	0.981244	2962	2	-0.90173	0.6763	0.67564	0.999538	13037	0	-0.90173
PPP2R5D	4	0.061275	0.15192	0.981244	2963	2	-0.61749	0.23041	0.34551	0.999538	6602	2	-0.61749
PSMD13	4	0.061275	0.15192	0.981244	2964	3	-1.0537	0.91722	0.91702	0.999538	17681	0	-1.0537
ZNF830	4	0.061292	0.15195	0.981244	2965	3	-1.0669	0.015898	0.041958	0.981961	816	1	-1.0669
IL3RA	4	0.061294	0.15196	0.981244	2966	1	-1.4401	0.7303	0.72978	0.999538	14085	0	-1.4401
KIAA1467	4	0.061308	0.15199	0.981244	2967	3	-0.94699	0.87539	0.87495	0.999538	16879	0	-0.94699
MT1B	4	0.061315	0.152	0.981244	2968	2	-0.53504	0.57005	0.57794	0.999538	11135	1	-0.53504
PCDHB6	4	0.061439	0.15221	0.981244	2969	3	-1.07	0.65546	0.65489	0.999538	12630	1	-1.07
SPDEF	4	0.061466	0.15227	0.981244	2970	2	-0.60902	0.13613	0.22519	0.999538	4309	1	-0.60902
IPO9	4	0.061466	0.15227	0.981244	2971	3	-1.0937	0.73943	0.73888	0.999538	14290	0	-1.0937
C11orf63	4	0.061505	0.15236	0.981244	2972	3	-1.2431	0.87725	0.87681	0.999538	16914	0	-1.2431
C17orf53	4	0.061521	0.15239	0.981244	2973	3	-1.3564	0.22207	0.33495	0.999538	6399	1	-1.3564
RARB	4	0.061524	0.15239	0.981244	2974	2	-0.41604	0.050782	0.1137	0.999538	2187	2	-0.41604
DDA1	4	0.061554	0.15245	0.981244	2975	3	-1.1901	0.62645	0.62744	0.999538	12089	1	-1.1901
PTPN3	4	0.061565	0.15247	0.981244	2976	2	-0.70036	0.87001	0.86958	0.999538	16776	0	-0.70036
CDH3	4	0.061592	0.15251	0.981244	2977	3	-1.128	0.92887	0.92867	0.999538	17927	0	-1.128
KCNMB2	4	0.061639	0.1526	0.981244	2978	3	-0.81331	0.59648	0.60053	0.999538	11567	1	-0.81331
JUND	4	0.061644	0.15261	0.981244	2979	3	-0.86159	0.070583	0.14002	0.999538	2705	1	-0.86159
SSR4	4	0.061689	0.15269	0.981244	2980	2	-0.60032	0.78047	0.78002	0.999538	15065	0	-0.60032
RTKN2	4	0.061727	0.15275	0.981244	2981	3	-1.0284	0.28866	0.3864	0.999538	7388	1	-1.0284
RNF17	4	0.061751	0.15279	0.981244	2982	3	-0.94854	0.94714	0.94711	0.999538	18297	0	-0.94854
WHSC1L1	4	0.061788	0.15285	0.981244	2983	1	-0.17145	0.25242	0.36627	0.999538	6975	1	-0.17145
KRT80	4	0.061802	0.15288	0.981244	2984	2	-1.1595	0.53415	0.54902	0.999538	10582	1	-1.1595
ITPRIPL1	4	0.061838	0.15295	0.981244	2985	2	-0.48021	0.50808	0.52913	0.999538	10203	1	-0.48021
AIM1L	4	0.06189	0.15306	0.981244	2986	2	-0.64297	0.23555	0.35192	0.999538	6736	1	-0.64297
FAM81B	4	0.061924	0.15313	0.981244	2987	2	-0.84431	0.7	0.69928	0.999538	13500	0	-0.84431
MDM2	4	0.061949	0.15318	0.981244	2988	3	-0.82218	0.65799	0.6574	0.999538	12684	1	-0.82218
MED7	4	0.061961	0.1532	0.981244	2989	3	-1.0279	0.88252	0.88208	0.999538	17025	0	-1.0279
PPP2R3A	4	0.062036	0.15333	0.981244	2990	3	-0.92732	0.68318	0.68254	0.999538	13160	0	-0.92732
NR2E3	4	0.062039	0.15334	0.981244	2991	2	-0.84181	0.099148	0.17728	0.999538	3379	1	-0.84181
SFMBT2	4	0.062072	0.15339	0.981244	2992	3	-1.1211	0.93808	0.93805	0.999538	18106	0	-1.1211
SCAP	4	0.062089	0.15343	0.981244	2993	3	-1.0126	0.93963	0.93963	0.999538	18138	0	-1.0126
FAM208B	4	0.06212	0.15349	0.981244	2994	2	-0.25288	0.078611	0.15064	0.999538	2891	2	-0.25288
CLTB	4	0.062126	0.15349	0.981244	2995	3	-1.2984	0.95541	0.95532	0.999538	18459	0	-1.2984
WDR83OS	4	0.062138	0.15351	0.981244	2996	3	-0.85958	0.32361	0.40664	0.999538	7790	1	-0.85958
XKR8	4	0.062147	0.15352	0.981244	2997	3	-0.91482	0.65576	0.65518	0.999538	12636	1	-0.91482
PTBP1	4	0.062185	0.15358	0.981244	2998	3	-0.7692	0.5415	0.55476	0.999538	10687	1	-0.7692
EPHA6	4	0.062204	0.15362	0.981244	2999	3	-0.96759	0.72045	0.71985	0.999538	13890	0	-0.96759
CNBD2	4	0.062209	0.15363	0.981244	3000	2	-0.91303	0.45064	0.48801	0.999538	9396	1	-0.91303
NME1-NME2	4	0.062229	0.15366	0.981244	3001	3	-1.023	0.87502	0.87459	0.999538	16873	0	-1.023
CLEC18A	4	0.06227	0.15374	0.981244	3002	3	-1.1554	0.40314	0.4563	0.999538	8798	1	-1.1554
MTHFD1	4	0.062333	0.15386	0.981244	3003	1	0.24739	0.18181	0.28368	0.999538	5432	2	0.24739
ANKRD13C	4	0.062351	0.15389	0.981244	3004	2	-0.88062	0.93426	0.93411	0.999538	18043	0	-0.88062
EYA2	4	0.062374	0.15394	0.981244	3005	3	-0.89775	0.86109	0.8606	0.999538	16613	0	-0.89775
KCNF1	4	0.062433	0.15403	0.981244	3006	3	-1.064	0.91447	0.91423	0.999538	17630	0	-1.064
C1orf53	4	0.062482	0.15412	0.981244	3007	3	-0.79985	0.95681	0.95675	0.999538	18486	0	-0.79985
ARIH2OS	4	0.062532	0.15421	0.981244	3008	2	-0.73077	0.39182	0.44895	0.999538	8634	1	-0.73077
HHATL	4	0.062535	0.15422	0.981244	3009	2	-0.99686	0.67592	0.67526	0.999538	13031	0	-0.99686
LOR	4	0.062581	0.15429	0.981244	3010	2	-0.18004	0.1517	0.24514	0.999538	4711	2	-0.18004
TREM1	4	0.062631	0.15438	0.981244	3011	1	-0.11696	0.66865	0.6681	0.999538	12900	0	-0.11696
UMAD1	4	0.062637	0.15439	0.981244	3012	2	-1.0122	0.81055	0.81016	0.999538	15653	0	-1.0122
SOX1	4	0.062664	0.15444	0.981244	3013	3	-1.229	0.88892	0.88857	0.999538	17161	0	-1.229
SLC26A4	4	0.062672	0.15446	0.981244	3014	3	-0.90702	0.031632	0.077447	0.981961	1520	1	-0.90702
RANBP1	4	0.06268	0.15447	0.981244	3015	1	-0.29675	0.70098	0.70022	0.999538	13512	0	-0.29675
HCRT	4	0.062718	0.15454	0.981244	3016	3	-1.1411	0.80875	0.80837	0.999538	15620	0	-1.1411
UGT3A1	4	0.06273	0.15457	0.981244	3017	2	-0.71101	0.63177	0.63238	0.999538	12199	1	-0.71101
RGAG4	4	0.06276	0.15462	0.981244	3018	2	-0.66505	0.38877	0.44697	0.999538	8592	1	-0.66505
TTC14	4	0.062779	0.15466	0.981244	3019	3	-0.68282	0.2697	0.37573	0.999538	7160	1	-0.68282
RAB33B	4	0.062869	0.15482	0.981244	3020	2	-0.62565	0.59945	0.60315	0.999538	11619	1	-0.62565
ZNF821	4	0.062882	0.15484	0.981244	3021	3	-1.2937	0.96492	0.96488	0.999538	18649	0	-1.2937
SUSD2	4	0.0629	0.15488	0.981244	3022	3	-1.2235	0.9376	0.93756	0.999538	18095	0	-1.2235
RHBDL2	4	0.062928	0.15493	0.981244	3023	2	-0.75092	0.69831	0.69761	0.999538	13471	0	-0.75092
FAM180B	4	0.063019	0.15508	0.981244	3024	3	-1.0187	0.83995	0.83924	0.999538	16198	0	-1.0187
LPIN3	4	0.063027	0.1551	0.981244	3025	2	-0.22885	0.77763	0.77717	0.999538	15006	0	-0.22885
NLGN3	4	0.063077	0.1552	0.981244	3026	2	0.072524	0.12545	0.21128	0.999538	4052	2	0.072524
CD276	4	0.063101	0.15524	0.981244	3027	2	-0.59072	0.16927	0.26755	0.999538	5145	1	-0.59072
UBALD2	4	0.063142	0.1553	0.981244	3028	3	-0.94554	0.6144	0.61641	0.999538	11882	1	-0.94554
CCBL1	4	0.063148	0.15532	0.981244	3029	3	-1.1838	0.93685	0.93679	0.999538	18084	0	-1.1838
PGK2	4	0.063155	0.15533	0.981244	3030	3	-1.0984	0.96639	0.96632	0.999538	18685	0	-1.0984
FAM124A	4	0.063176	0.15536	0.981244	3031	2	-1.0565	0.4912	0.51672	0.999538	9967	1	-1.0565
FAIM2	4	0.063265	0.15553	0.981244	3032	2	-0.7842	0.34155	0.41745	0.999538	8015	1	-0.7842
PAQR4	4	0.063275	0.15555	0.981244	3033	2	-0.54263	0.78091	0.78044	0.999538	15078	0	-0.54263
PRSS55	4	0.063306	0.15561	0.981244	3034	3	-0.92378	0.7142	0.71349	0.999538	13770	0	-0.92378
RRP36	4	0.063314	0.15562	0.981244	3035	2	-1.3958	0.36731	0.43338	0.999538	8340	1	-1.3958
TMPRSS5	4	0.063321	0.15564	0.981244	3036	3	-1.068	0.59321	0.59765	0.999538	11512	1	-1.068
TMX2	4	0.063324	0.15564	0.981244	3037	2	-0.23182	0.3369	0.41464	0.999538	7954	1	-0.23182
NXNL1	4	0.063417	0.1558	0.981244	3038	3	-1.1325	0.7787	0.77825	0.999538	15028	0	-1.1325
SLC30A3	4	0.063423	0.15581	0.981244	3039	2	-0.75422	0.4591	0.49387	0.999538	9512	1	-0.75422
CPNE9	4	0.063456	0.15588	0.981244	3040	3	-1.3658	0.24377	0.36152	0.999538	6897	1	-1.3658
FBXO47	4	0.063473	0.15591	0.981244	3041	2	-0.18541	0.21577	0.32703	0.999538	6264	2	-0.18541
RAE1	4	0.063495	0.15595	0.981244	3042	3	-0.88603	0.9365	0.93643	0.999538	18079	0	-0.88603
NXPE3	4	0.063522	0.156	0.981244	3043	1	1.0856	0.01001	0.02806	0.965277	557	2	1.0856
FPGT	4	0.063572	0.1561	0.981244	3044	2	-0.11542	0.040929	0.097664	0.999538	1886	2	-0.11542
CFI	4	0.063579	0.15611	0.981244	3045	3	-0.882	0.92337	0.92323	0.999538	17829	0	-0.882
CYB5R1	4	0.063601	0.15615	0.981244	3046	3	-1.2974	0.94955	0.94949	0.999538	18339	0	-1.2974
POLH	4	0.063621	0.15619	0.981244	3047	2	-0.64386	0.50679	0.52816	0.999538	10181	1	-0.64386
ID1	4	0.063705	0.15634	0.981244	3048	3	-1.2166	0.4853	0.51253	0.999538	9882	1	-1.2166
ALDH1A2	4	0.06372	0.15637	0.981244	3049	3	-0.70442	0.90551	0.90518	0.999538	17479	0	-0.70442
ARAF	4	0.06373	0.15638	0.981244	3050	2	-0.51712	0.12798	0.21457	0.999538	4111	2	-0.51712
RPL8	4	0.063758	0.15643	0.981244	3051	2	-0.65161	0.19337	0.29848	0.999538	5727	1	-0.65161
C10orf76	4	0.063799	0.1565	0.981244	3052	2	-0.93319	0.92322	0.92308	0.999538	17827	0	-0.93319
SLC12A2	4	0.063819	0.15654	0.981244	3053	1	0.61215	0.079433	0.15173	0.999538	2912	2	0.61215
RABEPK	4	0.063826	0.15655	0.981244	3054	2	-0.5383	0.20626	0.31488	0.999538	6034	1	-0.5383
PDXP	4	0.063869	0.15664	0.981244	3055	2	-0.56097	0.51868	0.53712	0.999538	10354	1	-0.56097
APRT	4	0.063909	0.1567	0.981244	3056	2	-0.13848	0.03108	0.076224	0.981961	1498	2	-0.13848
STAT2	4	0.063918	0.15672	0.981244	3057	1	0.2476	0.089131	0.1643	0.999538	3145	2	0.2476
DMRT1	4	0.063922	0.15673	0.981244	3058	3	-1.1394	0.84966	0.84905	0.999538	16392	0	-1.1394
MASTL	4	0.063944	0.15677	0.981244	3059	3	-1.1952	0.60422	0.60733	0.999538	11699	1	-1.1952
CCNY	4	0.063968	0.15681	0.981244	3060	3	-1.2539	0.24781	0.36375	0.999538	6931	1	-1.2539
CDH7	4	0.064005	0.15688	0.981244	3061	3	-1.1081	0.71355	0.71283	0.999538	13755	0	-1.1081
ZNF322	4	0.064007	0.15689	0.981244	3062	3	-1.0917	0.45359	0.49001	0.999538	9438	1	-1.0917
ZFP28	4	0.064017	0.15691	0.981244	3063	2	-0.21798	0.18147	0.28325	0.999538	5423	2	-0.21798
SLC11A1	4	0.06402	0.15692	0.981244	3064	3	-0.95522	0.64462	0.64448	0.999538	12427	1	-0.95522
EPS8L1	4	0.064037	0.15695	0.981244	3065	3	-1.4205	0.89952	0.8992	0.999538	17360	0	-1.4205
IKBKE	4	0.064053	0.15698	0.981244	3066	2	-0.41249	0.13156	0.21921	0.999538	4195	2	-0.41249
PLEKHS1	4	0.064053	0.15698	0.981244	3067	2	-0.55872	0.15101	0.24428	0.999538	4697	2	-0.55872
VDAC3	4	0.064067	0.15701	0.981244	3068	3	-0.77001	0.76262	0.7623	0.999538	14726	0	-0.77001
PROM1	4	0.064166	0.15722	0.981244	3069	3	-1.0043	0.82331	0.82286	0.999538	15875	0	-1.0043
CERS4	4	0.064211	0.1573	0.981244	3070	2	-0.97569	0.92846	0.92826	0.999538	17918	0	-0.97569
RTN4	4	0.064215	0.15731	0.981244	3071	2	-0.50292	0.48292	0.51078	0.999538	9846	1	-0.50292
SVIL	4	0.064225	0.15732	0.981244	3072	2	-0.6848	0.84192	0.84119	0.999538	16242	0	-0.6848
KDM3A	4	0.064239	0.15735	0.981244	3073	3	-0.91355	0.80432	0.80393	0.999538	15535	0	-0.91355
LIM2	4	0.064307	0.15747	0.981244	3074	2	-0.77137	0.79606	0.79566	0.999538	15364	0	-0.77137
P2RY8	4	0.064314	0.15749	0.981244	3075	2	-0.45726	0.35734	0.4271	0.999538	8207	1	-0.45726
DRAM1	4	0.064364	0.15757	0.981244	3076	1	0.031962	0.43977	0.48063	0.999538	9263	1	0.031962
TMEM60	4	0.064413	0.15766	0.981244	3077	1	0.45789	0.038003	0.091382	0.994655	1774	3	0.45789
BTBD1	4	0.064438	0.1577	0.981244	3078	3	-1.1759	0.30954	0.39847	0.999538	7633	1	-1.1759
ALPL	4	0.064463	0.15775	0.981244	3079	3	-0.82941	0.96745	0.9674	0.999538	18699	0	-0.82941
CPNE6	4	0.064534	0.15789	0.981244	3080	3	-1.1938	0.9305	0.93028	0.999538	17958	0	-1.1938
LOC653602	4	0.064541	0.15791	0.981244	3081	2	-1.0443	0.54156	0.55481	0.999538	10689	1	-1.0443
RBCK1	4	0.064661	0.15813	0.981244	3082	1	0.11623	0.21441	0.3253	0.999538	6231	2	0.11623
HRCT1	4	0.064666	0.15813	0.981244	3083	2	-1.0525	0.90196	0.90159	0.999538	17408	0	-1.0525
SMC6	4	0.064677	0.15815	0.981244	3084	3	-1.0037	0.40427	0.45699	0.999538	8808	1	-1.0037
HIST1H2BD	4	0.064728	0.15825	0.981244	3085	3	-0.76835	0.92052	0.92031	0.999538	17755	0	-0.76835
POLR3D	4	0.064735	0.15826	0.981244	3086	2	-0.75613	0.47524	0.50523	0.999538	9731	1	-0.75613
TOMM40	4	0.064736	0.15827	0.981244	3087	3	-1.0097	0.90522	0.90487	0.999538	17471	0	-1.0097
QSOX2	4	0.06476	0.15831	0.981244	3088	2	-0.50725	0.64858	0.64826	0.999538	12499	1	-0.50725
GPRIN2	4	0.064762	0.15831	0.981244	3089	2	-0.95148	0.38931	0.44732	0.999538	8600	1	-0.95148
SESN1	4	0.064779	0.15835	0.981244	3090	3	-1.1047	0.78349	0.7831	0.999538	15124	0	-1.1047
THOC7	4	0.064817	0.15842	0.981244	3091	3	-1.0049	0.86314	0.8627	0.999538	16648	0	-1.0049
C8orf87	4	0.064859	0.15849	0.981244	3092	2	-0.5492	0.26563	0.3735	0.999538	7121	1	-0.5492
CAMK2G	4	0.064933	0.15862	0.981244	3093	2	-0.59208	0.28118	0.38224	0.999538	7290	1	-0.59208
C4orf36	4	0.064982	0.15871	0.981244	3094	3	-0.91893	0.629	0.62983	0.999538	12144	1	-0.91893
SMIM10L1	4	0.065007	0.15875	0.981244	3095	2	-0.17875	0.054829	0.11911	0.999538	2294	2	-0.17875
TNFSF18	4	0.065025	0.15878	0.981244	3096	2	-0.77505	0.60076	0.60431	0.999538	11643	1	-0.77505
PPA1	4	0.065041	0.15881	0.981244	3097	3	-1.0445	0.93496	0.93483	0.999538	18056	0	-1.0445
SLITRK1	4	0.065056	0.15884	0.981244	3098	1	0.066458	0.21286	0.32333	0.999538	6197	2	0.066458
RLBP1	4	0.065121	0.15896	0.981244	3099	3	-1.1579	0.02792	0.069269	0.981961	1350	1	-1.1579
HVCN1	4	0.065155	0.15902	0.981244	3100	2	-0.68964	0.92222	0.92206	0.999538	17801	0	-0.68964
SLC25A42	4	0.065218	0.15913	0.981244	3101	2	-0.6514	0.49425	0.51894	0.999538	10015	1	-0.6514
DNAH17	4	0.065254	0.15919	0.981244	3102	2	-0.66277	0.28495	0.38429	0.999538	7340	1	-0.66277
EPB42	4	0.06526	0.1592	0.981244	3103	2	-1.5638	0.60606	0.60891	0.999538	11728	1	-1.5638
CD19	4	0.065304	0.15927	0.981244	3104	3	-0.92956	0.55364	0.56451	0.999538	10870	1	-0.92956
CDH22	4	0.065353	0.15938	0.981244	3105	1	0.11966	0.21134	0.3214	0.999538	6160	2	0.11966
FBXO39	4	0.065355	0.15938	0.981244	3106	3	-0.89476	0.94568	0.94559	0.999538	18267	0	-0.89476
SNW1	4	0.065372	0.15941	0.981244	3107	3	-0.80161	0.87634	0.87591	0.999538	16893	0	-0.80161
EIF5B	4	0.065402	0.15946	0.981244	3108	3	-0.91494	0.44367	0.48326	0.999538	9314	1	-0.91494
FBN1	4	0.065419	0.1595	0.981244	3109	3	-1.1561	0.96129	0.96121	0.999538	18584	0	-1.1561
TTBK1	4	0.065452	0.15955	0.981244	3110	1	-0.55272	0.47302	0.50364	0.999538	9696	1	-0.55272
FTSJ2	4	0.065482	0.1596	0.981244	3111	2	-1.0681	0.71456	0.71384	0.999538	13771	0	-1.0681
MYLK3	4	0.065606	0.15981	0.981244	3112	2	-0.75902	0.43463	0.47716	0.999538	9192	1	-0.75902
CLEC4E	4	0.065619	0.15983	0.981244	3113	3	-1.2172	0.74151	0.74098	0.999538	14331	0	-1.2172
CCDC102B	4	0.065626	0.15984	0.981244	3114	1	-1.3151	0.6474	0.64713	0.999538	12475	0	-1.3151
OST4	4	0.06565	0.15988	0.981244	3115	2	-0.50685	0.26224	0.37162	0.999538	7083	1	-0.50685
ITPRIP	4	0.065699	0.15996	0.981244	3116	2	-0.58251	0.74284	0.74235	0.999538	14350	0	-0.58251
DDX19A	4	0.065724	0.16001	0.981244	3117	3	-1.0141	0.19058	0.29491	0.999538	5651	1	-1.0141
CRHR2	4	0.065739	0.16003	0.981244	3118	3	-0.7856	0.57819	0.58473	0.999538	11252	1	-0.7856
DTX3	4	0.065749	0.16005	0.981244	3119	1	-0.24542	0.74477	0.74426	0.999538	14387	0	-0.24542
HSPA12B	4	0.065752	0.16005	0.981244	3120	3	-1.0118	0.92372	0.92358	0.999538	17838	0	-1.0118
ARHGEF19	4	0.065798	0.16014	0.981244	3121	2	-0.55595	0.85902	0.85852	0.999538	16569	0	-0.55595
ABI3	4	0.065816	0.16017	0.981244	3122	3	-0.7835	0.82432	0.82385	0.999538	15895	0	-0.7835
TRIM4	4	0.065847	0.16022	0.981244	3123	3	-0.96034	0.89419	0.89387	0.999538	17252	0	-0.96034
KLF4	4	0.065856	0.16024	0.981244	3124	2	-0.93115	0.7091	0.7084	0.999538	13672	0	-0.93115
GBP7	4	0.065892	0.1603	0.981244	3125	3	-1.0478	0.92256	0.92241	0.999538	17811	0	-1.0478
OTUD7B	4	0.065898	0.16032	0.981244	3126	2	-0.77734	0.60921	0.61166	0.999538	11792	1	-0.77734
L3MBTL2	4	0.065933	0.16038	0.981244	3127	2	-0.66474	0.66784	0.66729	0.999538	12880	0	-0.66474
RAD23B	4	0.065944	0.1604	0.981244	3128	3	-1.0935	0.9017	0.90133	0.999538	17400	0	-1.0935
OXSR1	4	0.065954	0.16042	0.981244	3129	2	-0.92299	0.85263	0.85203	0.999538	16439	0	-0.92299
HK2	4	0.065982	0.16047	0.981244	3130	2	-0.56908	0.17335	0.27285	0.999538	5252	1	-0.56908
GRPEL2	4	0.065996	0.1605	0.981244	3131	2	-0.49749	0.69864	0.69794	0.999538	13475	0	-0.49749
ZBTB7A	4	0.066042	0.16059	0.981244	3132	3	-1.3065	0.3997	0.45406	0.999538	8744	1	-1.3065
FICD	4	0.066045	0.16059	0.981244	3133	1	-0.31793	0.77704	0.77659	0.999538	14996	0	-0.31793
RDH10	4	0.0662	0.16089	0.981244	3134	3	-0.87201	0.10734	0.18799	0.999538	3596	1	-0.87201
RPS6KA1	4	0.066218	0.16093	0.981244	3135	2	-0.48053	0.26356	0.37235	0.999538	7097	1	-0.48053
FAM72A	4	0.066232	0.16095	0.981244	3136	3	-0.97528	0.68358	0.68297	0.999538	13172	0	-0.97528
LYZL4	4	0.066243	0.16097	0.981244	3137	2	-0.49825	0.70803	0.70733	0.999538	13648	0	-0.49825
POLR3H	4	0.06626	0.161	0.981244	3138	3	-0.8953	0.56189	0.57122	0.999538	11021	1	-0.8953
NAALADL2	4	0.066292	0.16106	0.981244	3139	2	-0.66883	0.043005	0.10215	0.999538	1975	1	-0.66883
AK1	4	0.066344	0.16114	0.981244	3140	3	-0.97965	0.94063	0.94056	0.999538	18155	0	-0.97965
MTMR4	4	0.066371	0.1612	0.981244	3141	3	-1.0658	0.43028	0.47418	0.999538	9133	1	-1.0658
NDUFS8	4	0.066385	0.16123	0.981244	3142	3	-1.0333	0.96816	0.9681	0.999538	18724	0	-1.0333
TRNAU1AP	4	0.066413	0.16127	0.981244	3143	2	-0.82616	0.6304	0.63112	0.999538	12167	1	-0.82616
CIB3	4	0.06644	0.16132	0.981244	3144	2	-0.53534	0.079853	0.15225	0.999538	2922	2	-0.53534
NCOA1	4	0.066441	0.16132	0.981244	3145	3	-1.1425	0.59553	0.59969	0.999538	11552	1	-1.1425
MICALL2	4	0.06649	0.1614	0.981244	3146	2	-0.5821	0.65028	0.64988	0.999538	12531	1	-0.5821
PNMA2	4	0.066527	0.16147	0.981244	3147	3	-0.83276	0.5936	0.59802	0.999538	11518	1	-0.83276
LEF1	4	0.066532	0.16148	0.981244	3148	2	-1.0217	0.28017	0.38163	0.999538	7281	1	-1.0217
RAB10	4	0.066539	0.16149	0.981244	3149	2	-0.473	0.75978	0.75939	0.999538	14681	0	-0.473
